Nome: TRAMANDAI;;;;;;;;;;
Codigo Estacao: A834;;;;;;;;;;
Latitude: -30.01027777;;;;;;;;;;
Longitude: -50.13583333;;;;;;;;;;
Altitude: 4.56;;;;;;;;;;
Situacao: Operante;;;;;;;;;;
Data Inicial: 2011-01-01;;;;;;;;;;
Data Final: 2023-12-31;;;;;;;;;;
Periodicidade da Medicao: Diaria;;;;;;;;;;
;;;;;;;;;;
Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
13/11/2016;0;1014;14.6;22.4;20.4;18.6;69.6;59;16.1;8.5
14/11/2016;0;1009.8;17.9;24.1;21.3;18.7;81.1;69;14.8;5.3
15/11/2016;0;1006.6;19.6;24.3;22.1;21;86.2;78;12.9;7.1
16/11/2016;0;1006.1;19.7;24.6;22;21.1;87;76;13.7;5
17/11/2016;13.2;1011;17.1;24.1;19.8;19.4;84.9;73;25.3;4.4
18/11/2016;37.6;1017.3;11.2;20.8;15.8;11;75;57;16.8;4.6
19/11/2016;.6;1018.3;10.8;21.5;18.5;13.1;61.5;50;8.7;3.7
20/11/2016;0;1013.7;13.8;22.6;20.1;17.3;67.1;52;13.1;6.2
21/11/2016;0;1012.1;16.5;25.7;20.8;18.5;77;57;13.8;5.8
22/11/2016;0;1015.6;12.3;22.3;17.8;13.7;70.6;51;8;3.1
23/11/2016;0;1013.4;12.4;24.7;19.3;14.3;66.7;36;8.4;2.2
24/11/2016;0;1015.5;13.9;23.3;19.7;13.9;69.7;45;9.2;3
25/11/2016;0;1015.2;17.4;23.9;21.4;19.6;77.9;70;13.5;6.9
26/11/2016;0;1012.6;19.7;24.4;22.3;20.9;85.2;78;12.9;6.8
27/11/2016;0;1009.5;20.4;27.5;22.7;21.6;86.6;71;14.5;4.6
28/11/2016;30.6;1011.6;19.6;22.5;21.3;20.5;90.2;81;10.7;3.7
29/11/2016;.2;1017.4;16.3;22.6;20.1;17.7;79.2;65;12.5;4.5
30/11/2016;0;1021.4;13.7;23.4;19.5;14.9;70.3;44;11.4;4.2
01/12/2016;0;1019.5;14.8;23.3;21.1;18.7;67.3;56;17.9;8.6
02/12/2016;0;1014.9;18.3;25.1;22.4;20.3;77.9;68;19.5;7.1
03/12/2016;0;1008.1;20.3;25.6;22.3;21.5;88.5;73;9.4;3.3
04/12/2016;42.2;1008.7;16.4;22.9;21;18.3;75.7;60;15.7;5.5
05/12/2016;0;1009.6;16.1;25.1;20.5;16.2;76.5;62;8.2;2.5
06/12/2016;0;1008.7;17.8;25.7;21.8;17.1;78.2;65;6.9;2.9
07/12/2016;0;1009.4;19.4;26.7;23.7;21.7;77.6;51;7.4;2.9
08/12/2016;1;1009.6;18.6;25.1;22.7;20.4;78;67;11;4.1
09/12/2016;0;1012.2;14.7;23.7;21.5;19.5;65.9;53;12.1;4.9
10/12/2016;0;1007.1;18.9;25.1;22.2;20.2;81.6;70;14.4;6.3
11/12/2016;0;1004.2;17.9;32.5;25.4;22;67.4;26;13.7;4
12/12/2016;0;1006.4;17.9;24.7;22.6;21;75.1;67;12.9;5.4
13/12/2016;0;1005.3;19;32.2;24.6;22.4;72.6;45;22;4.6
14/12/2016;1.8;1015.2;11.1;24.8;20.9;18.3;54.8;31;17.4;6.1
15/12/2016;0;1023;12.5;22.8;19;14;66.5;51;11.7;3.2
16/12/2016;.4;1022.6;15.4;23.9;21.6;18.9;67.8;58;18.7;10
17/12/2016;0;1017.9;18.1;25;22.6;20.1;75.6;67;19.8;8.9
18/12/2016;0;1012.3;20.4;26.8;23.9;22;81;72;15.5;6.1
19/12/2016;0;1008.3;21.3;27.9;24.2;22.4;84;63;11.7;3.3
20/12/2016;1.4;1010.2;20.9;27.9;24.1;21.8;82.5;62;7.5;2.2
21/12/2016;0;1010.9;21.3;26.5;24.3;22.6;83.7;75;11.3;4.7
22/12/2016;0;1011.6;22;27.7;24.9;22.8;83.9;75;9.8;4.1
23/12/2016;0;1009.1;21.4;35.5;28.1;23.4;70.8;39;13.5;3.3
24/12/2016;20.2;1011.2;20.7;27.7;24.7;22.3;79.1;63;11.1;3
25/12/2016;0;1010;20.4;26.2;24.4;22.9;78.8;73;15.9;7.7
26/12/2016;12.8;1005.4;22;28.8;24.6;20.8;85.7;72;23.3;6
27/12/2016;6.6;1009.2;21.9;27.9;24.7;23.6;84.8;69;11;3.3
28/12/2016;1.2;1013.4;21.2;24.4;23.3;22.2;88;82;10;5.3
29/12/2016;16;1012.4;21.8;25.9;23.5;22.4;90.6;86;16.2;8
30/12/2016;29.6;1010.2;21.9;26.2;24.2;21.1;87.2;82;18;7.1
31/12/2016;0;1008.4;22.6;29.3;25.3;23.5;85.3;68;9.4;2.2
01/01/2017;1.2;1007.2;22.3;33.8;27.6;22.4;74.8;52;11.5;2.4
02/01/2017;.4;1010.9;22.4;29.1;25.7;24.2;82.2;67;7.5;2.9
03/01/2017;0;1010.1;22;27.4;25.5;24.1;81.1;75;14.1;7.1
04/01/2017;16.4;1007.3;21.7;28.3;24.1;22.2;86.6;70;20.4;4.4
05/01/2017;68.6;1008.8;21.3;31.3;25.1;21.3;80.1;59;13.6;3.2
06/01/2017;9;1015.3;20;26.1;23.9;22.1;79.3;67;8.8;4.1
07/01/2017;0;1013.8;20.2;27.2;24.3;23.3;77.6;70;11.6;5.7
08/01/2017;0;1009.2;22.2;28.4;25.2;22.9;83.6;73;9.8;3.5
09/01/2017;1.2;1004.6;22.3;31.7;27.1;23.4;76.7;55;11.2;3
10/01/2017;0;1005.8;21.4;31;25.9;22.8;77;54;15.9;3.3
11/01/2017;4.4;1012;21.2;28.5;25;23.5;79.8;67;11.2;3.3
12/01/2017;.8;1015.2;18.7;27;24.7;22.7;69.6;62;11.9;5.1
13/01/2017;0;1011.1;19.1;27.6;24.5;21.9;72.1;58;16.3;5.9
14/01/2017;0;1008;21.9;30.8;25.5;21.3;81;54;8.8;3.4
15/01/2017;0;1009.2;23.2;29.2;26.2;24.2;83.9;74;12.6;4
16/01/2017;0;1007.7;23.4;28.3;26.2;25.1;84.9;79;13.8;5.8
17/01/2017;1.6;1003;22.8;29.4;25.4;23.4;85.8;71;13.2;2.2
18/01/2017;9.8;1007.4;21.2;30.1;25.6;22.1;77.2;58;12.6;4.2
19/01/2017;0;1016.6;17.4;27;24.7;22.9;64.2;56;9.1;4.5
20/01/2017;0;1018.8;17.5;27.5;24.9;23.2;63.8;53;11.1;5.9
21/01/2017;0;1017.8;18.4;27.6;25;21.3;66.8;54;11.6;5.6
22/01/2017;0;1014.1;20.3;28.5;25.5;21.4;73;64;10.7;4.7
23/01/2017;1;1012.7;22.1;28.7;26.1;23.3;78.4;69;10.6;5.4
24/01/2017;0;1009.7;22.1;29.4;26.4;23.4;77.8;67;9.5;3.8
25/01/2017;0;1007.7;20.8;31.4;25.3;23.7;77.3;48;16.6;3.1
26/01/2017;14;1012;18;26.1;22.1;19.4;77.9;60;11.3;3.4
27/01/2017;10;1017;15.8;26.1;21.8;18.1;70.4;48;11;3.6
28/01/2017;0;1019.4;17.9;26.9;22.8;18.2;75;60;10.5;3.3
29/01/2017;0;1018.8;20.7;27.8;25.5;23.8;75.2;65;13.2;6.1
30/01/2017;0;1017.3;22.8;29;26.4;24.6;80.9;74;13.7;6.3
31/01/2017;0;1015.3;22.6;28.4;26.3;25.1;80.3;68;15.7;7.2
01/02/2017;0;1010.9;22.1;27.9;25.5;24.4;81.5;72;14.2;6.4
02/02/2017;0;1006.6;22.1;28.4;25.2;23.6;83.2;71;12.7;5.2
03/02/2017;0;1006.8;21.9;33.2;26.5;22.9;77.3;49;9.1;2.3
04/02/2017;12.6;1008.5;22.8;29.1;25.8;22.3;84;72;8.7;2.7
05/02/2017;0;1007;21.6;33.8;27.8;24.2;71.6;39;11.2;3.4
06/02/2017;0;1009.2;17.2;28.5;25.2;22.7;62;40;15.8;5.3
07/02/2017;0;1012.4;16.3;27.3;22.5;19.5;68.2;55;9.4;3.5
08/02/2017;0;1014.5;16.3;27.2;23.3;17.5;65.8;48;9.6;3.6
09/02/2017;0;1013.7;20;27.6;25.3;23.7;72.4;64;15.5;6.9
10/02/2017;0;1012.7;21.1;27.9;25.9;24.4;75.1;66;14.8;7.3
11/02/2017;.2;1010.3;20.8;25.7;24.8;24;78.9;74;13.9;3.8
12/02/2017;5;1006.8;21.6;27.6;24.5;22.5;84;75;15.7;3.5
13/02/2017;5.6;1007.3;23;26.7;25.1;23;88;81;9.7;3.4
14/02/2017;8.8;1012.7;23.6;25.9;25.1;23.9;91.7;88;11.8;4.7
15/02/2017;2.2;1015.8;23.4;29.2;25.3;24.1;89.3;70;10.1;3.2
16/02/2017;2.8;1014;22.9;30.6;25.7;24;85;60;14.5;2.6
17/02/2017;17;1011.1;22.2;28.8;25.4;22.4;82.7;69;11.8;2.4
18/02/2017;0;1010.8;23.2;29.2;26.5;24.5;82.5;71;8.6;2.9
19/02/2017;.4;1013;22.6;31.5;26.7;23;78.6;65;11.9;2.1
20/02/2017;0;1016.1;23.8;29.5;26.8;25.1;83.7;73;11.6;3.8
21/02/2017;0;1015.5;23.6;29;26.5;24.6;84.3;69;11.4;4.5
22/02/2017;2.2;1012;23.4;29;26.2;24;84.7;72;13.1;2.2
23/02/2017;0;1010.9;21.4;31.7;26.4;23.6;74.3;42;6.8;1.6
24/02/2017;.2;1010.4;21.7;29.5;26;22.5;77.6;62;5.7;2.2
25/02/2017;0;1010.9;22.3;29.5;26.3;22.2;79.5;67;6.1;2.2
26/02/2017;0;1012.8;21.7;29.1;26.9;25.5;73.5;65;8.4;4.2
27/02/2017;0;1011.4;21.3;29.5;26.7;23.6;72.6;61;9.9;4.8
28/02/2017;0;1006.4;21.6;29.5;26.5;23.6;74.5;62;10.5;4.2
01/03/2017;0;1004.1;21.9;32.1;27.8;25.3;71.4;50;10.2;2.3
02/03/2017;0;1007.7;23;31.1;27.4;23.8;77.3;60;8.8;2.8
03/03/2017;0;1009;24;30.6;27;25;83.4;71;10.7;2.9
04/03/2017;2.6;1006.3;23.1;32.3;26.4;24.1;83.3;57;8.3;1.9
05/03/2017;7.4;1007.8;21.9;29.8;25.5;23.3;80.9;63;12.1;4.2
06/03/2017;.4;1013.2;20;28.5;25.5;22.6;72.1;62;11.1;5.1
07/03/2017;.2;1014.6;20.9;29.4;26.4;22.4;72;60;12.1;4.2
08/03/2017;.2;1013.8;21.3;28.3;26.2;23.5;74.5;65;16.4;8
09/03/2017;0;1007.3;22;29.5;26.3;25;77.6;67;25.9;7.7
10/03/2017;26.8;1010.5;22.2;24.9;23.1;22.1;94.5;87;13.8;2.5
11/03/2017;8.6;1014.7;18.6;27.2;23.3;18.3;72.1;53;14.2;4.1
12/03/2017;38.4;1008.1;20.2;25.5;23.1;21.9;83.7;60;15.9;5.7
13/03/2017;35.6;1014.9;12.7;23.5;19.6;15.8;66.3;40;11.1;3.8
14/03/2017;0;1015.9;14.9;25.7;20.7;14.6;70.8;44;9.4;2.7
15/03/2017;0;1013.1;20.3;27.8;25;20.7;75.4;59;13.1;5.9
16/03/2017;1;1009.8;20.7;28.2;24.8;23.2;78.5;62;13.8;3.7
17/03/2017;9.2;1017.3;14.7;23.8;20.1;17.5;71.7;49;12.2;4.4
18/03/2017;0;1020.4;14.1;24.8;19.5;14.4;71.3;57;8.9;2.9
19/03/2017;0;1020.2;17;24.5;22.5;20.3;71.4;64;9.4;5.2
20/03/2017;0;1021.4;17.6;24.6;22.5;20.3;74.3;64;12;5.2
21/03/2017;.2;1021.9;18.6;26.2;23.5;20.5;74.2;61;14.2;6.4
22/03/2017;0;1020.5;18.9;26.1;24.1;22.4;73.2;67;14.8;7
23/03/2017;0;1016.6;19.5;26.2;23.6;22.5;78.3;66;18.9;7
24/03/2017;8.2;1013.7;18.5;27.2;22.7;19.5;77.3;58;18.2;3.2
25/03/2017;0;1014.7;19.8;27.2;23;19.5;82.8;64;14.1;3.4
26/03/2017;.2;1015.9;19.7;25.9;23.6;21.5;78.6;69;14;7.7
27/03/2017;5.8;1017.2;19.6;24.4;22.7;20.8;82.6;74;13.2;6.4
28/03/2017;12.8;1020;17.8;26.4;23.8;20.6;69;61;12.2;7.2
29/03/2017;0;1020.3;16.7;25.7;23.4;22.4;66.5;55;14.9;8.4
30/03/2017;0;1018.3;16.5;25.6;22.9;20.5;67.3;56;11.9;5.7
31/03/2017;0;1020.9;15.7;25.6;23.4;21.7;62;54;10.9;6.6
01/04/2017;0;1023;16.5;25.8;23.5;22.2;65.3;51;13.9;7.4
02/04/2017;0;1019;18.1;24.1;22.8;20.3;75.2;65;13.5;8.3
03/04/2017;0;1015.1;19;25.8;23.4;21.3;76.8;66;13.8;7
04/04/2017;0;1012.1;20.2;25.7;23.3;22;82.6;74;13.1;4.7
05/04/2017;0;1008.9;20.3;26.7;23.6;22.5;82.4;62;9.1;2.6
06/04/2017;1.2;1013.2;18.9;27.1;22.8;20.4;79.3;57;9.3;3.4
07/04/2017;.2;1016;17.7;25.9;23.4;18.6;70.7;62;12.9;5.3
08/04/2017;0;1017;20.3;25.1;23.6;22.7;81.4;74;15.6;7.6
09/04/2017;.4;1016.3;21.7;24.4;23.6;23.1;89.2;85;15.6;7.5
10/04/2017;.4;1012.6;null;24.9;22.9;22.2;92.6;83;14.6;6.6
11/04/2017;1.4;1012.7;16.2;26;21.9;18.3;72.4;42;15.1;4.3
12/04/2017;0;1020.1;12.8;23.2;19.3;16.4;66.9;45;9.2;4.5
13/04/2017;0;1019.8;13.9;23.5;18.7;13.9;74.7;60;9.8;3
14/04/2017;0;1017.1;17.1;24;21;18.2;78.3;67;10.1;2.3
15/04/2017;0;1017;18.8;23.4;21.3;18.9;85.7;76;5.7;1.4
16/04/2017;3;1016.4;18.6;21.9;20.7;20.1;87.8;79;10;3.1
17/04/2017;5.2;1018.6;16.7;24.5;21.6;18.4;74.2;61;8.8;3.6
18/04/2017;7.8;1020.1;17.4;22.2;20.2;18.3;84.3;73;11.5;6.2
19/04/2017;0;1017.9;17.2;23.7;21.7;19.4;75.7;66;14.6;7.1
20/04/2017;0;1011.3;17.7;23.8;21.8;19.9;78;69;15.1;6.4
21/04/2017;1.2;1007.7;19.7;28.3;21.8;21.1;88.9;53;12.3;2.9
22/04/2017;.4;1016;13.6;24.6;19.2;16;73.5;34;9.7;3.6
23/04/2017;0;1020.2;12.9;22.9;18.3;13.6;72.1;51;6.8;2.3
24/04/2017;0;1017;15.4;22.5;20.1;18.7;74.4;61;10.4;3.8
25/04/2017;3.2;1009.3;17.3;21.1;20.1;18.9;84.1;74;17.5;4.5
26/04/2017;14.8;1003.1;13.6;21.8;19.1;18.7;72;47;20.4;6.3
27/04/2017;0;1016.3;5.2;19.6;15.4;12.7;52;33;17.9;5.1
28/04/2017;0;1021.8;6.4;22.9;15.8;8.6;57;28;8.7;1.7
29/04/2017;0;1023.1;10.7;24.2;15.8;9.9;74.2;31;5.4;1.8
30/04/2017;.2;1023.3;12.5;21.8;16.4;11.1;78.6;55;5.3;2
01/05/2017;0;1021.9;13;21.3;17.3;12.8;76.3;49;5.4;2
02/05/2017;.2;1019.5;16.7;22.4;19.4;15;84.8;71;10.1;4
03/05/2017;0;1018.5;17.7;22;20.1;18.3;86.3;74;9.8;3.9
04/05/2017;0;1016;null;20.6;19.8;19.6;null;94;5.5;2
05/05/2017;5;1016.1;null;24.4;19.6;15.9;null;82;7.1;2
06/05/2017;.4;1018.8;null;23.5;20.2;16.8;null;83;5.9;2.1
07/05/2017;.2;1017.4;null;23;21;19.9;94.7;83;10;5
08/05/2017;.2;1012.3;null;23;20.8;19.4;90.5;78;10.7;4.9
09/05/2017;0;1013.1;17.4;23.7;20.1;19.3;84.8;65;11.3;3.7
10/05/2017;.4;1020.4;13.1;22.2;17.4;14.5;77.7;45;9.4;3.6
11/05/2017;0;1021.2;11;19.6;15.4;10.6;75.6;55;10.6;3.1
12/05/2017;.2;1016.3;15.9;20.6;19.1;15.1;81.6;71;14.6;5.9
13/05/2017;6.4;1008.9;16.1;21.9;19.6;17.9;81.2;66;12.8;3.8
14/05/2017;17.4;1008.4;16.1;20.7;17.8;16.8;88.1;72;14.9;4.9
15/05/2017;2.2;1015.3;14.7;21.3;17.5;15.7;84.3;66;11;3.6
16/05/2017;.2;1018;14.6;21.3;17.5;14.3;84.1;61;7.5;2.1
17/05/2017;0;1017.8;15.7;21.5;18.1;12.9;86.2;73;9.2;3.4
18/05/2017;.8;1016.4;17.3;21.4;20.1;18.7;84;74;19.9;9.5
19/05/2017;7.4;1011.4;16.8;20.7;19.3;17.6;85.8;76;27.3;12.5
20/05/2017;3.6;1013.7;18;21.8;20.3;18.2;86.9;82;20.6;9.9
21/05/2017;51.8;1013.9;16.4;20.8;17.8;17;90.3;73;23.3;5.2
22/05/2017;1.8;1019.3;12.4;21.5;16.5;11.7;78.3;52;5.5;2
23/05/2017;0;1019.7;15.4;21.3;19.2;16.7;79.2;66;10.3;4.8
24/05/2017;0;1015.7;16.9;22.8;20.2;17.4;81.8;67;12.4;3
25/05/2017;10;1014;null;21;20.4;18.6;92.2;83;11.1;4.5
26/05/2017;13;1013.7;null;22.5;20.2;20;null;96;13.7;2.3
27/05/2017;52.2;1021.9;null;19;18.2;17.6;null;93;14.2;5.1
28/05/2017;20.4;1020.7;null;19.4;18.7;17.2;93.3;85;18;8.2
29/05/2017;13.2;1017.6;17.3;21.1;18.9;17.9;90.2;75;11.8;3.8
30/05/2017;.8;1020.8;15.7;18.9;17.2;15.5;89.9;74;7.5;1.6
31/05/2017;6;1017.9;15.6;18.7;16.3;14.9;95;74;15.3;3.4
01/06/2017;12.2;1012.1;16.9;18.6;17.8;15.4;93.9;80;15.9;7.7
02/06/2017;49.8;1018.3;12.6;18.8;16.2;15.4;80.3;56;10;3.8
03/06/2017;.2;1018;13;19.6;15.7;11.3;84.1;72;11;3.3
04/06/2017;5.6;1013.6;15.4;18.4;17.2;16;89.3;82;5.6;1.7
05/06/2017;3.8;1014.2;16.9;20.3;18.1;16.4;92.8;83;7.7;2.4
06/06/2017;3.6;1014.1;16.6;18.8;17.3;16.4;95.4;88;7.5;1.4
07/06/2017;2.8;1013.3;null;19.5;17.5;16.2;null;96;9.7;2.7
08/06/2017;52;1003.9;null;23.2;19.1;17.1;74.8;54;16.7;5.4
09/06/2017;1.8;1013.5;11;16.7;13.7;13.4;84.1;75;15.3;4.5
10/06/2017;2.8;1016.3;6.5;17.7;13.6;10.8;63;46;16.8;4.8
11/06/2017;0;1016.8;8.3;20.4;15.4;11.2;63.9;40;8;2.3
12/06/2017;0;1018.2;11.6;20.1;14.7;10.4;82;63;6.4;1.9
13/06/2017;.2;1018.8;12.8;19.6;15.1;11.2;86.8;72;5.3;1.3
14/06/2017;.4;1023.3;13.7;18.2;14.7;11.9;92.9;78;8.5;2.5
15/06/2017;.2;1022.4;16.7;19.7;17.8;13.7;92.9;81;11.1;5.1
16/06/2017;.2;1016.2;16.6;20.4;18;17;91.5;79;9.2;3.4
17/06/2017;0;1011.4;16.1;25.9;18.6;13.8;83.7;53;6.8;1.8
18/06/2017;0;1010.1;13.6;29.9;19.2;16.6;72.2;38;15.7;4.3
19/06/2017;.6;1021.5;6.6;14.4;10.8;10;76;59;14.2;5.3
20/06/2017;0;1027.1;5.8;15.2;10.9;7;71.9;50;7.2;1.7
21/06/2017;0;1025.6;9.6;17.8;13.9;9.4;75.5;64;11.9;4.4
22/06/2017;0;1020.6;14.3;19.6;16.9;14.6;84.8;77;9.1;3.6
23/06/2017;.2;1021;15.7;20.7;18;16.5;86.5;71;9.6;4.1
24/06/2017;0;1021.7;15.4;21.5;18.2;14.3;84.2;67;9.6;3.3
25/06/2017;.2;1022.6;15.5;21.9;17.9;13.6;86.7;54;7.6;2.4
26/06/2017;.4;1020.8;14.8;20.1;17.5;15.6;85;66;9.4;3.1
27/06/2017;0;1019;12.7;23;17.8;12.5;73.5;38;10.7;3
28/06/2017;0;1018.6;13.9;28.2;19.4;13.8;73.4;36;7.7;1.8
29/06/2017;0;1018.6;15.9;19.8;17.7;15;89.7;80;6.1;1.7
30/06/2017;4.2;1018.7;14.3;18.2;16.5;16.3;87.2;75;11;2.9
01/07/2017;0;1026.1;9.9;16.9;13.6;12.3;79.4;56;11.8;3.4
02/07/2017;.2;1031.3;8.8;17.8;12.8;8;77.3;59;8.4;2.8
03/07/2017;0;1031.5;12.2;18.3;16.3;12.1;76.9;64;13.9;5.3
04/07/2017;0;1028.6;13.7;19;17.2;15.8;80.4;74;14.6;7.1
05/07/2017;0;1026.4;15.1;19.9;17.9;16.4;83.9;72;13.9;5
06/07/2017;0;1024.8;13.8;19.9;17.1;12.3;81.2;54;9.3;3.3
07/07/2017;0;1025;15.1;20.2;17.7;15.7;85.2;68;9.7;4.4
08/07/2017;.2;1024.2;15.9;20.4;18;15.1;88.2;74;10.7;4.6
09/07/2017;0;1022;15.6;20.9;18.6;17;83.1;69;9.6;3.4
10/07/2017;0;1021.3;15.2;21.8;18.3;15.2;82.3;70;5.8;1.5
11/07/2017;0;1022;15.6;21.3;18.1;15.7;85.6;77;7;2.1
12/07/2017;.2;1024.3;16.6;20.7;18.6;17.1;88.6;81;10;3.9
13/07/2017;0;1021.6;16.6;20.3;18.4;17;89.6;82;13.1;5.3
14/07/2017;.2;1018.8;15.6;29.3;20;16.4;78.4;30;11.3;3.2
15/07/2017;0;1013.6;15.1;24.9;20.9;17.8;71.1;41;12.5;4.9
16/07/2017;0;1012.8;12.7;28.8;20;17.6;66.8;32;13.1;4.5
17/07/2017;16.6;1024.5;5.9;11.5;8.5;7.8;84;72;12.7;4.7
18/07/2017;0;1028.7;.5;11.9;7.8;5.3;61.4;37;13.3;4.4
19/07/2017;0;1027.3;2.3;15;9;3.1;64.3;40;5.8;1.6
20/07/2017;0;1021.9;6.7;21.4;12;5.5;72.5;32;5.4;1.4
21/07/2017;0;1020.4;7.3;20.9;13.3;7.3;70.5;37;10.4;1.9
22/07/2017;.2;1022.3;9.8;17.8;13.4;8.3;79.5;68;11.7;3.5
23/07/2017;0;1019.6;13.5;19.3;16.9;13.9;80.3;71;15.5;5
24/07/2017;0;1018.3;14.1;22.1;18.5;14.1;76.2;58;8.6;3.2
25/07/2017;0;1021.1;16.2;22.7;18.7;15.7;85.5;70;10.1;1.5
26/07/2017;.2;1022.7;16.3;18.1;16.9;16.2;96.6;92;7.3;3
27/07/2017;0;1023;null;19.5;17.1;15.6;98.4;88;9.3;3.1
28/07/2017;0;1023;null;21;18.7;15.9;86;71;12.3;4.8
29/07/2017;.2;1024.1;14.8;22.4;18.3;14.5;80.6;52;9.5;3.1
30/07/2017;0;1023.4;13.9;21.9;18.3;12.7;75.5;59;7.3;2
31/07/2017;0;1019.4;13.6;23.5;18.7;13.4;73.1;54;5;1
01/08/2017;0;1015;15.4;22;18.9;15.6;80.5;58;5.2;1.7
02/08/2017;0;1015.6;15.4;21.1;17.8;15.6;85.8;72;9.2;2.2
03/08/2017;17.4;1016;14.1;19;17;16.7;83.5;64;16.1;5.8
04/08/2017;0;1024.6;11.5;18.9;15.6;13.6;77.6;61;7.7;3.2
05/08/2017;0;1025.5;11.6;19.4;15.8;11.4;76.8;54;11.2;3.6
06/08/2017;0;1022.1;12.1;20.1;17.5;15.6;70.9;58;13.1;5
07/08/2017;0;1016.3;12.4;20.4;17;11.5;74.5;61;9.7;3
08/08/2017;1.6;1009.8;13.8;23.2;18.8;16.1;73.4;47;22.1;3.7
09/08/2017;0;1014.3;11.5;19;15.5;13;77;66;14.7;5.1
10/08/2017;1.4;1019.8;13.7;19.4;15.9;12.3;86.8;79;17.8;4.1
11/08/2017;2.6;1018.2;14.6;18.8;17.9;16.1;81;75;23.6;12.3
12/08/2017;0;1011.9;15.7;19.9;18.8;17.7;82.8;78;23;11
13/08/2017;20.6;1009.6;17;19.1;18.3;17.2;92.1;83;16.9;5.7
14/08/2017;6.2;1015.7;11.6;19.1;16.1;13.7;75.5;55;15.9;4.3
15/08/2017;0;1019.5;13.2;20.1;17;13;78.7;69;10.7;4.2
16/08/2017;0;1019.2;13.7;20.9;17.2;13.4;80.9;49;11.1;3.5
17/08/2017;0;1019.7;12.5;19.6;15.6;10.7;82.7;65;8.4;2.8
18/08/2017;.2;1015.9;14.6;20.6;17;12;86.3;73;9.4;2.6
19/08/2017;.2;1009.9;16;21.2;18.7;16.8;84.6;65;10.2;3.8
20/08/2017;14.2;1016.3;11.1;19.4;15.8;14.1;75.7;48;14.9;5.4
21/08/2017;0;1029;4.9;18.1;13.1;9.1;58.9;34;10.7;2.8
22/08/2017;0;1025.8;10.2;18.5;16.3;12.6;67.5;50;16.1;7
23/08/2017;0;1019.2;14.7;20.6;18.1;16.3;80.8;74;16.7;7.1
24/08/2017;0;1016.7;16.4;21.5;19;17.8;85;75;13.4;6.2
25/08/2017;0;1016;16.5;21.9;19.2;18;84.6;74;13.8;6
26/08/2017;0;1015.2;16.3;21.3;19;17.5;84.5;74;12.2;4.7
27/08/2017;.2;1015.7;17.1;25.2;18.9;15.7;89.8;65;7;1.9
28/08/2017;.8;1015.7;null;21.6;19.2;17.8;null;94;9.7;4.4
29/08/2017;0;1012.4;null;22.1;19.6;18.4;null;null;10.8;5.2
30/08/2017;.4;1014.3;null;21.7;17.4;17.9;null;71;13.1;4.1
31/08/2017;1.4;1024.2;12;20.1;16.2;12.7;76.5;64;14.1;4.5
01/09/2017;0;1023.4;13.8;20.5;18.9;16.7;72.4;64;20.4;10.3
02/09/2017;0;1020.5;15.3;21.8;19.2;17.7;78.1;70;18.6;7.4
03/09/2017;0;1017.2;15.8;21.9;19.5;18;79.3;68;13.1;5.6
04/09/2017;0;1014.2;17;22.5;19.8;18.2;84.5;73;10.2;4
05/09/2017;0;1018.6;16;23.7;19.5;18.2;80.4;59;10.6;3.5
06/09/2017;1;1020.8;15.7;19.8;18;15.3;86.6;80;14.8;5.4
07/09/2017;.2;1016.7;17.3;22;19.5;17.3;87.7;76;14.9;6.5
08/09/2017;0;1013.3;18.1;22.7;20.1;18.6;88.6;76;8.9;3
09/09/2017;.2;1014.1;null;21.9;19.5;17.6;95.8;91;12.3;5
10/09/2017;0;1011.1;null;22.2;19.8;18.9;null;null;15;7.4
11/09/2017;0;1012.7;null;26;20.4;18.5;79.5;62;15.8;4.4
12/09/2017;4;1021.5;14.7;21;18.1;16.6;80.8;68;11.1;3.7
13/09/2017;5.6;1017.8;null;19.8;18.5;16.5;null;92;14.2;5.1
14/09/2017;.2;1011.2;null;23.2;19.6;18;null;null;14.6;3.6
15/09/2017;24;1021.3;null;19.4;17.3;16.2;null;null;12.2;3.8
16/09/2017;95.8;1021.6;null;18.3;17.3;15.9;null;null;21.6;7.9
17/09/2017;35;1020.9;null;20.6;18.1;16.9;null;null;10.7;3.5
18/09/2017;4;1021.9;null;21.6;17.8;14.6;null;null;6.5;2.3
19/09/2017;0;1020.3;null;21.4;19;17.5;null;null;11;5.4
20/09/2017;0;1018;null;22;20.1;19;null;null;10.8;5.2
21/09/2017;.2;1016;null;22.1;19.9;18.5;null;null;11.3;4.9
22/09/2017;.2;1013.7;null;23.1;20;17.2;null;null;9.8;3.7
